Group,Item,Type,Open limit,Short limit
adj2,b03-b10,res,2000,100
adj2,a11-a05,res,2000,100
adj2,b05-b06,res,2000,100
adj2,a10-a02,res,2000,100
adj2,b02-a07,res,2000,100
adj2,a11-a06,res,2000,100
adj2,a10-a03,res,2000,100
adj2,b05-b07,res,2000,100
adj2,b08-b11,res,2000,100


